date,Season,trial.date,start.time,deer,treesp,forage,f.duration,f.duration(s),bites,sniff,s.duration,s.duration(s),forage.metric,tree.pos,**durations in seconds,figure out what to do with row 89
1/18/2021,Winter,five,11:44:53,Tan2232,BWIL,no,0,0,0,yes,0:28,28,#DIV/0!,2,,
1/18/2021,Winter,five,11:45:29,Tan2232,ERCD,no,0,0,0,yes,0:07,7,#DIV/0!,3,,
1/18/2021,Winter,five,11:45:42,Tan2232,AELM,no,0,0,0,yes,1:12,72,#DIV/0!,4,,
1/18/2021,Winter,five,11:45:42,Tan2232,ERCD,no,0,0,0,yes,0:05,5,#DIV/0!,3,,
1/18/2021,Winter,five,11:47:40,Tan2232,WPIN,no,0,0,0,yes,0:17,17,#DIV/0!,5,,
1/18/2021,Winter,five,15:54:00,Tan2232,WASH,no,0,0,0,yes,0:15,15,#DIV/0!,6,,
1/18/2021,Winter,five,15:54:19,Tan2232,WOAK,no,0,0,0,yes,0:03,3,#DIV/0!,7,,
1/18/2021,Winter,five,16:54:08,Black2201,ERCD,yes,0:29,29,2,yes,0:07,7,14.5,3,,
1/18/2021,Winter,five,16:55:49,Black2201,WASH,no,0,0,0,yes,0:23,23,#DIV/0!,6,,
1/18/2021,Winter,five,16:56:13,Black2201,WPIN,no,0,0,0,yes,0:03,3,#DIV/0!,5,,
1/18/2021,Winter,five,16:56:28,Black2201,WPIN,no,0,0,0,yes,0:05,5,#DIV/0!,5,,
1/18/2021,Winter,five,16:56:34,Black2201,BWIL,no,0,0,0,yes,0:17,17,#DIV/0!,2,,
1/18/2021,Winter,five,16:56:53,Black2201,SMAP,no,0,0,0,yes,0:03,3,#DIV/0!,1,,
1/18/2021,Winter,five,16:56:53,Tan2232,ERCD,no,0,0,0,yes,0:05,5,#DIV/0!,3,,
1/18/2021,Winter,five,16:57:11,Tan2232,SMAP,no,0,0,0,yes,0:03,3,#DIV/0!,1,,
1/18/2021,Winter,five,20:04:12,Black2201,ERCD,no,0,0,0,yes,0:12,12,#DIV/0!,3,,
1/18/2021,Winter,five,21:19:30,Tan2232,EHEM,no,0,0,0,yes,0:03,3,#DIV/0!,8,,
1/18/2021,Winter,five,21:19:35,Tan2232,WOAK,no,0,0,0,yes,0:11,11,#DIV/0!,7,,
1/18/2021,Winter,five,23:21:52,Tan2232,EHEM,no,0,0,0,yes,0:03,3,#DIV/0!,8,,
1/18/2021,Winter,five,23:21:58,Tan2232,ERCD,no,0,0,0,yes,0:02,2,#DIV/0!,3,,
1/18/2021,Winter,five,23:28:34,Tan2232,WPIN,yes,0:04,4,1,yes,0:03,3,4,5,,
1/19/2021,Winter,five,5:34:55,Black2201,WOAK,yes,0:05,5,1,yes,0:19,19,5,7,,
1/19/2021,Winter,five,5:35:26,Black2201,EHEM,no,0:00,0,0,yes,0:04,4,#DIV/0!,8,,
1/19/2021,Winter,five,5:35:33,Black2201,WOAK,yes,1:13,73,10,yes,0:23,23,7.3,7,,
1/19/2021,Winter,five,5:38:53,Black2201,EHEM,no,0:00,0,0,yes,0:02,2,#DIV/0!,8,,
1/19/2021,Winter,five,5:39:00,Black2201,SMAP,no,0,0,0,yes,0:05,5,#DIV/0!,1,,
1/19/2021,Winter,five,5:39:08,Black2201,BWIL,no,0,0,0,yes,0:08,8,#DIV/0!,2,,
1/19/2021,Winter,five,5:43:09,Black2201,WASH,no,0,0,0,yes,0:23,23,#DIV/0!,6,,
1/19/2021,Winter,five,6:17:33,Black2201,WPIN,yes,0:32,32,4,yes,0:30,30,8,5,,
1/19/2021,Winter,five,6:19:15,Black2201,WASH,no,0,0,0,yes,0:06,6,#DIV/0!,6,,
1/19/2021,Winter,five,6:19:22,Black2201,WOAK,no,0,0,0,yes,0:20,20,#DIV/0!,7,,
1/19/2021,Winter,five,6:42:31,Black2201,WOAK,no,0,0,0,yes,0:34,34,#DIV/0!,7,,
1/19/2021,Winter,five,6:57:03,Black2201,WOAK,no,0,0,0,yes,0:08,8,#DIV/0!,7,,
1/19/2021,Winter,five,6:59:12,Black2201,WASH,no,0,0,0,yes,0:04,4,#DIV/0!,6,,
1/19/2021,Winter,five,6:59:18,Black2201,WOAK,no,0,0,0,yes,0:25,25,#DIV/0!,7,,
1/19/2021,Winter,five,6:59:24,Tan2232,WOAK,yes,0:21,21,3,yes,0:04,4,7,7,,
1/19/2021,Winter,six,9:42:51,Turquoise2234,SMAP,no,0,0,0,yes,0:04,4,#DIV/0!,2,,
1/19/2021,Winter,six,9:42:56,Turquoise2234,WPIN,no,0,0,0,yes,0:01,1,#DIV/0!,3,,
1/19/2021,Winter,six,9:43:02,Turquoise2234,ERCD,no,0,0,0,yes,0:06,6,#DIV/0!,1,,
1/19/2021,Winter,six,16:18:44,ChartreuseCT3111,AELM,no,0,0,0,yes,0:13,13,#DIV/0!,8,,
1/19/2021,Winter,six,16:37:50,ChartreuseCT3111,WPIN,no,0,0,0,yes,0:36,36,#DIV/0!,3,,
1/19/2021,Winter,six,16:38:36,ChartreuseCT3111,BWIL,yes,1:12,72,7,yes,0:30,30,10.28571429,4,,
1/19/2021,Winter,six,18:04:10,ChartreuseCT3111,WASH,yes,0:16,16,3,yes,0:30,30,5.333333333,7,,
1/19/2021,Winter,six,18:05:00,ChartreuseCT3111,EHEM,no,0,0,0,yes,0:16,16,#DIV/0!,6,,
1/19/2021,Winter,six,21:57:21,Turquoise2234,AELM,yes,0:20,20,3,yes,0:31,31,6.666666667,8,,
1/19/2021,Winter,six,21:58:36,Turquoise2234,WASH,no,0,0,0,yes,1:05,65,#DIV/0!,7,,
1/19/2021,Winter,six,21:59:51,Turquoise2234,EHEM,no,0,0,0,yes,0:06,6,#DIV/0!,6,,
1/19/2021,Winter,six,22:00:05,Turquoise2234,WOAK,no,0,0,0,yes,0:21,21,#DIV/0!,5,,
1/19/2021,Winter,six,22:00:38,Turquoise2234,BWIL,yes,1:12,72,9,yes,0:13,13,8,4,,
1/19/2021,Winter,six,22:02:33,Turquoise2234,WPIN,yes,0:23,23,4,yes,0:22,22,5.75,3,,
1/19/2021,Winter,six,22:03:23,Turquoise2234,SMAP,yes,0:42,42,7,yes,0:04,4,6,2,,
1/19/2021,Winter,six,22:04:20,Turquoise2234,ERCD,no,0,0,0,yes,0:30,30,#DIV/0!,1,,
1/20/2021,Winter,seven,10:19:52,F.Green2208,ERCD,no,0,0,0,yes,0:03,3,#DIV/0!,7,,
1/20/2021,Winter,seven,10:43:43,F.Green2208,AELM,no,0,0,0,yes,0:05,5,#DIV/0!,1,,
1/20/2021,Winter,seven,16:21:19,Pink2220,ERCD,no,0,0,0,yes,0:11,11,#DIV/0!,7,,
1/20/2021,Winter,seven,16:34:48,F.Green2208,AELM,yes,0:10,10,3,yes,0:04,4,3.333333333,1,,
1/21/2021,Winter,seven,2:25:39,Pink2220,WPIN,no,0,0,0,yes,0:15,15,#DIV/0!,5,,
1/21/2021,Winter,seven,2:26:25,Pink2220,SMAP,yes,0:31,31,7,yes,0:08,8,4.428571429,3,,
